date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:50:14	98781/98781	---MCZ	200	added ('OK')	text/html	date:Mon,%2025%20May%202020%2013:50:13%20GMT	https://www.nexosperu.com.pe/	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/index.html	(from )
08:50:14	67/67	---MC-	200	added ('OK')	text/plain	date:Mon,%2025%20May%202020%2013:50:13%20GMT	https://www.nexosperu.com.pe/robots.txt		(from )
08:50:15	3214/3214	---M--	200	added ('OK')	image/png	date:Sat,%2026%20Jan%202019%2017:01:40%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2018/11/favicon.png	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2018/11/favicon.png	(from https://www.nexosperu.com.pe/)
08:50:16	107071/107071	---M--	200	added ('OK')	application/javascript	date:Fri,%2007%20Feb%202020%2021:42:03%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/cache/fvm/1581111602/out/header-84e60a2d.min.js	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/cache/fvm/1581111602/out/header-84e60a2d.min.js	(from https://www.nexosperu.com.pe/)
08:50:16	110564/110564	---M--	200	added ('OK')	application/javascript	date:Wed,%2013%20Jun%202018%2023:15:10%20GMT	https://www.nexosperu.com.pe/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.min.js	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.min.js	(from https://www.nexosperu.com.pe/)
08:50:17	65020/65020	---M--	200	added ('OK')	application/javascript	date:Fri,%2007%20Feb%202020%2021:42:03%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/cache/fvm/1581111602/out/header-090a0292.min.js	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/cache/fvm/1581111602/out/header-090a0292.min.js	(from https://www.nexosperu.com.pe/)
08:50:18	2244/2244	---MC-	200	added ('OK')	application/json	date:Mon,%2025%20May%202020%2013:50:16%20GMT	https://www.nexosperu.com.pe/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.nexosperu.com.pe%2F	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-json/oembed/1.0/embed2943.json	(from https://www.nexosperu.com.pe/)
08:50:19	996814/996814	---M--	200	added ('OK')	text/css	date:Fri,%2007%20Feb%202020%2021:42:03%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/cache/fvm/1581111602/out/header-b1e87211.min.css	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/cache/fvm/1581111602/out/header-b1e87211.min.css	(from https://www.nexosperu.com.pe/)
08:50:19	97865/97865	---MC-	200	added ('OK')	application/json	date:Mon,%2025%20May%202020%2013:50:16%20GMT	https://www.nexosperu.com.pe/wp-json/	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-json/index.html	(from https://www.nexosperu.com.pe/)
08:50:20	2341/2341	---MC-	200	added ('OK')	text/xml	date:Mon,%2025%20May%202020%2013:50:18%20GMT	https://www.nexosperu.com.pe/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.nexosperu.com.pe%2F&format=xml	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-json/oembed/1.0/embeddf5a	(from https://www.nexosperu.com.pe/)
08:50:21	135273/135273	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Sep%202019%2023:08:34%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2019/09/2019-nosotros1.jpg?id=3099	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2019/09/2019-nosotros1f9ca.jpg	(from https://www.nexosperu.com.pe/)
08:50:21	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Mon,%2025%20May%202020%2013:50:21%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.googletagmanager.com/gtm.85445.delayed	(from https://www.nexosperu.com.pe/)
08:50:21	3561/3561	---M--	200	added ('OK')	image/png	date:Sat,%2026%20Jan%202019%2017:01:40%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2018/11/nexos-logo.png	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2018/11/nexos-logo.png	(from https://www.nexosperu.com.pe/)
08:50:22	48838/48838	---MCZ	200	added ('OK')	text/html	date:Mon,%2025%20May%202020%2013:50:21%20GMT	https://www.nexosperu.com.pe/productos	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/productos.html	(from https://www.nexosperu.com.pe/)
08:50:22	41662/41662	---MCZ	200	added ('OK')	text/html	date:Mon,%2025%20May%202020%2013:50:21%20GMT	https://www.nexosperu.com.pe/servicios	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/servicios.html	(from https://www.nexosperu.com.pe/)
08:50:22	54397/54397	---MCZ	200	added ('OK')	text/html	date:Mon,%2025%20May%202020%2013:50:22%20GMT	https://www.nexosperu.com.pe/noticias	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/noticias.html	(from https://www.nexosperu.com.pe/)
08:50:23	40948/40948	---MCZ	200	added ('OK')	text/html	date:Mon,%2025%20May%202020%2013:50:22%20GMT	https://www.nexosperu.com.pe/blog	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/blog.html	(from https://www.nexosperu.com.pe/)
08:50:24	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2025%20May%202020%2013:50:22%20GMT	https://www.nexosperu.com.pe/clientes	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/clientes	(from https://www.nexosperu.com.pe/)
08:50:24	3750/3750	---M--	200	added ('OK')	image/png	date:Sat,%2026%20Jan%202019%2017:01:40%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2018/11/logo-ch2.png	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2018/11/logo-ch2.png	(from https://www.nexosperu.com.pe/)
08:50:25	51527/51527	---MCZ	200	added ('OK')	text/html	date:Mon,%2025%20May%202020%2013:50:24%20GMT	https://www.nexosperu.com.pe/clientes/	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/clientes/index.html	(from https://www.nexosperu.com.pe/)
08:50:25	219722/219722	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Sep%202019%2022:58:26%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2019/09/banner-10.jpg	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2019/09/banner-10.jpg	(from https://www.nexosperu.com.pe/)
08:50:25	126799/126799	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Sep%202019%2013:03:01%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2019/09/banner8.jpg	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2019/09/banner8.jpg	(from https://www.nexosperu.com.pe/)
08:50:26	22413/22413	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202019%2016:46:54%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2019/10/nexos-gestion-0-768x384.jpg	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2019/10/nexos-gestion-0-768x384.jpg	(from https://www.nexosperu.com.pe/)
08:50:26	141075/141075	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Apr%202020%2022:51:02%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2020/04/Dise%c3%b1o-sin-t%c3%adtulo-3-768x384.png	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2020/04/Dise%c3%b1o-sin-t%c3%adtulo-3-768x384.png	(from https://www.nexosperu.com.pe/)
08:50:26	131876/131876	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Apr%202020%2020:52:15%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2020/04/PORTADA-MINDER-768x384.png	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2020/04/PORTADA-MINDER-768x384.png	(from https://www.nexosperu.com.pe/)
08:50:26	44523/44523	---MCZ	200	added ('OK')	text/html	date:Mon,%2025%20May%202020%2013:50:26%20GMT	https://www.nexosperu.com.pe/nexos-peru-apoya-con-infraestructura-modular-en-contexto-de-covid-19/	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/nexos-peru-apoya-con-infraestructura-modular-en-contexto-de-covid-19/index.html	(from https://www.nexosperu.com.pe/)
08:50:26	32131/32131	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Sep%202019%2010:46:21%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2019/06/dia1-mathias-768x384.jpg	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2019/06/dia1-mathias-768x384.jpg	(from https://www.nexosperu.com.pe/)
08:50:27	55851/55851	---MCZ	200	added ('OK')	text/html	date:Mon,%2025%20May%202020%2013:50:26%20GMT	https://www.nexosperu.com.pe/author/nexos/	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/author/nexos/index.html	(from https://www.nexosperu.com.pe/)
08:50:27	54397/54397	---MCZ	200	added ('OK')	text/html	date:Mon,%2025%20May%202020%2013:50:26%20GMT	https://www.nexosperu.com.pe/noticias/	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/noticias/index.html	(from https://www.nexosperu.com.pe/)
08:50:27	20356/20356	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Sep%202019%2010:46:17%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2018/10/nota04-768x384.jpg	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2018/10/nota04-768x384.jpg	(from https://www.nexosperu.com.pe/)
08:50:28	22739/22739	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Sep%202019%2010:46:31%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2018/12/nota02-768x384.jpg	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2018/12/nota02-768x384.jpg	(from https://www.nexosperu.com.pe/)
08:50:28	41034/41034	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Sep%202019%2010:51:41%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2018/12/hpr01.jpg	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2018/12/hpr01.jpg	(from https://www.nexosperu.com.pe/)
08:50:28	128106/128106	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Sep%202019%2013:23:55%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2019/09/mac-1024x7802.png	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2019/09/mac-1024x7802.png	(from https://www.nexosperu.com.pe/)
08:50:28	44081/44081	---MCZ	200	added ('OK')	text/html	date:Mon,%2025%20May%202020%2013:50:28%20GMT	https://www.nexosperu.com.pe/solidaridad-las-redes-que-nos-impulsan/	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/solidaridad-las-redes-que-nos-impulsan/index.html	(from https://www.nexosperu.com.pe/)
08:50:28	28523/28523	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Sep%202019%2010:51:45%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2018/12/hpr02.jpg	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2018/12/hpr02.jpg	(from https://www.nexosperu.com.pe/)
08:50:29	23808/23808	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Sep%202019%2010:51:49%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2018/12/hpr03.jpg	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2018/12/hpr03.jpg	(from https://www.nexosperu.com.pe/)
08:50:29	41456/41456	---MCZ	200	added ('OK')	text/html	date:Mon,%2025%20May%202020%2013:50:28%20GMT	https://www.nexosperu.com.pe/nexos-peru-supero-los-us12-millones-en-ventas-el-2018/	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/nexos-peru-supero-los-us12-millones-en-ventas-el-2018/index.html	(from https://www.nexosperu.com.pe/)
08:50:29	31657/31657	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Sep%202019%2010:51:26%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2018/12/hpr04.jpg	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2018/12/hpr04.jpg	(from https://www.nexosperu.com.pe/)
08:50:29	43873/43873	---MCZ	200	added ('OK')	text/html	date:Mon,%2025%20May%202020%2013:50:28%20GMT	https://www.nexosperu.com.pe/estandar-ambiental/	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/estandar-ambiental/index.html	(from https://www.nexosperu.com.pe/)
08:50:30	36160/36160	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Sep%202019%2010:51:59%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2018/12/hpr05.jpg	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2018/12/hpr05.jpg	(from https://www.nexosperu.com.pe/)
08:50:30	47408/47408	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Sep%202019%2010:51:55%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2018/12/hpr06.jpg	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2018/12/hpr06.jpg	(from https://www.nexosperu.com.pe/)
08:50:30	90472/90472	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Sep%202019%2010:46:52%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2018/12/servicios-01.jpg	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2018/12/servicios-01.jpg	(from https://www.nexosperu.com.pe/)
08:50:31	78530/78530	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Sep%202019%2010:57:21%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2018/11/servicios02.jpg	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2018/11/servicios02.jpg	(from https://www.nexosperu.com.pe/)
08:50:31	41940/41940	---MCZ	200	added ('OK')	text/html	date:Mon,%2025%20May%202020%2013:50:30%20GMT	https://www.nexosperu.com.pe/innovador-modulo-de-vivienda-es-finalista-en-concurso-de-history-channel/	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/innovador-modulo-de-vivienda-es-finalista-en-concurso-de-history-channel/index.html	(from https://www.nexosperu.com.pe/)
08:50:31	86827/86827	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Sep%202019%2010:57:17%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2018/11/servicios03.jpg	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2018/11/servicios03.jpg	(from https://www.nexosperu.com.pe/)
08:50:31	44737/44737	---MCZ	200	added ('OK')	text/html	date:Mon,%2025%20May%202020%2013:50:30%20GMT	https://www.nexosperu.com.pe/compania-que-cuenta-con-el-respaldo-de-mas-de-diez-anos-de-labor-en-el-sector-a-traves-de-la-colocacion-de-numerosos-refugios/	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/compania-que-cuenta-con-el-respaldo-de-mas-de-diez-anos-de-labor-en-el-sector-a-traves-de-la-colocacion-de-numerosos-refugios/index.html	(from https://www.nexosperu.com.pe/)
08:50:31	6137/6137	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Sep%202019%2011:05:52%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2019/04/cliente-cosapi.jpg	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2019/04/cliente-cosapi.jpg	(from https://www.nexosperu.com.pe/)
08:50:31	70623/70623	---M--	200	added ('OK')	image/jpeg	date:Sat,%2026%20Jan%202019%2017:01:42%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2018/11/servicios01.jpg	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2018/11/servicios01.jpg	(from https://www.nexosperu.com.pe/)
08:50:31	7894/7894	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Sep%202019%2011:05:49%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2019/04/cliente-exterran.jpg	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2019/04/cliente-exterran.jpg	(from https://www.nexosperu.com.pe/)
08:50:32	5130/5130	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Sep%202019%2011:06:50%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2018/12/cl01.jpg	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2018/12/cl01.jpg	(from https://www.nexosperu.com.pe/)
08:50:32	7751/7751	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Sep%202019%2011:06:47%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2018/12/cl02.jpg	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2018/12/cl02.jpg	(from https://www.nexosperu.com.pe/)
08:50:32	6055/6055	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Sep%202019%2011:06:45%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2018/12/cl03.jpg	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2018/12/cl03.jpg	(from https://www.nexosperu.com.pe/)
08:50:32	7738/7738	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Sep%202019%2011:06:42%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2018/12/cl04.jpg	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2018/12/cl04.jpg	(from https://www.nexosperu.com.pe/)
08:50:32	7585/7585	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Sep%202019%2011:06:39%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2018/12/cl06.jpg	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2018/12/cl06.jpg	(from https://www.nexosperu.com.pe/)
08:50:33	8969/8969	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Sep%202019%2011:06:36%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2018/12/cl05.jpg	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2018/12/cl05.jpg	(from https://www.nexosperu.com.pe/)
08:50:33	11830/11830	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Sep%202019%2011:06:34%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2018/12/cl07.jpg	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2018/12/cl07.jpg	(from https://www.nexosperu.com.pe/)
08:50:33	8050/8050	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Sep%202019%2011:06:31%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2018/12/cl08.jpg	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2018/12/cl08.jpg	(from https://www.nexosperu.com.pe/)
08:50:33	5876/5876	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Sep%202019%2011:06:28%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2018/12/cl09.jpg	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2018/12/cl09.jpg	(from https://www.nexosperu.com.pe/)
08:50:34	5945/5945	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Sep%202019%2011:06:26%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2018/12/cl11.jpg	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2018/12/cl11.jpg	(from https://www.nexosperu.com.pe/)
08:50:34	7509/7509	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Sep%202019%2011:06:23%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2018/12/cl10.jpg	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2018/12/cl10.jpg	(from https://www.nexosperu.com.pe/)
08:50:34	4481/4481	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Sep%202019%2011:06:04%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/2018/12/logo-bureau-veritas3.png	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/2018/12/logo-bureau-veritas3.png	(from https://www.nexosperu.com.pe/)
08:50:35	3224/3224	---M-Z	200	added ('OK')	application/x-javascript	etag:%221db3a35e7022dfcf25c1a99d562c899f%22	http://connect.facebook.net/en_US/sdk.js	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/connect.facebook.net/en_US/sdk.js	(from https://www.nexosperu.com.pe/)
08:50:35	41552/41552	---M--	200	added ('OK')	text/css	date:Sat,%2018%20Nov%202017%2023:31:56%20GMT	https://www.nexosperu.com.pe/wp-content/plugins/revslider/public/assets/fonts/font-awesome/css/font-awesome.css	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/plugins/revslider/public/assets/fonts/font-awesome/css/font-awesome.css	(from https://www.nexosperu.com.pe/)
08:50:36	55100/55100	---M--	200	added ('OK')	application/javascript	date:Fri,%2007%20Feb%202020%2021:42:03%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/cache/fvm/1581111602/out/footer-24bb2ee9.min.js	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/cache/fvm/1581111602/out/footer-24bb2ee9.min.js	(from https://www.nexosperu.com.pe/)
08:50:37	708/708	---MC-	200	added ('OK')	text/javascript	date:Mon,%2025%20May%202020%2013:50:36%20GMT	https://www.google.com/recaptcha/api.js?render=6Ldvr48UAAAAADZcSwuqulKGrS3G7GRde7BFyCmU&ver=3.0	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.google.com/recaptcha/apif969.js	(from https://www.nexosperu.com.pe/)
08:50:37	847/847	---M--	200	added ('OK')	image/gif	date:Fri,%2007%20Feb%202020%2021:39:05%20GMT	https://www.nexosperu.com.pe/wp-content/plugins/contact-form-7/images/ajax-loader.gif	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from https://www.nexosperu.com.pe/wp-content/uploads/cache/fvm/1581111602/out/header-b1e87211.min.css)
08:50:38	279392/279392	---M--	200	added ('OK')	application/javascript	date:Fri,%2007%20Feb%202020%2021:42:03%20GMT	https://www.nexosperu.com.pe/wp-content/uploads/cache/fvm/1581111602/out/footer-2b777838.min.js	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/uploads/cache/fvm/1581111602/out/footer-2b777838.min.js	(from https://www.nexosperu.com.pe/)
08:50:38	70807/70807	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2006%20Feb%202019%2004:21:13%20GMT	https://www.nexosperu.com.pe/wp-content/themes/riwa/fonts/fontawesome-webfont.eot	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/themes/riwa/fonts/fontawesome-webfont.eot	(from https://www.nexosperu.com.pe/wp-content/uploads/cache/fvm/1581111602/out/header-b1e87211.min.css)
08:50:39	29549/29549	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2025%20May%202020%2013:50:38%20GMT	https://www.nexosperu.com.pe/wp-content/themes/riwa/images/fancybox/fancybox_sprite.png	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/themes/riwa/images/fancybox/fancybox_sprite.38.delayed	(from https://www.nexosperu.com.pe/wp-content/uploads/cache/fvm/1581111602/out/header-b1e87211.min.css)
08:50:40	59518/59518	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2022%20Jan%202019%2007:06:54%20GMT	https://www.nexosperu.com.pe/wp-content/themes/riwa/fonts/MuseoSans-300.eot	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-content/themes/riwa/fonts/MuseoSans-300.eot	(from https://www.nexosperu.com.pe/wp-content/uploads/cache/fvm/1581111602/out/header-b1e87211.min.css)
08:50:41	48838/48838	---MCZ	200	added ('OK')	text/html	date:Mon,%2025%20May%202020%2013:50:40%20GMT	https://www.nexosperu.com.pe/productos/	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/productos/index.html	(from https://www.nexosperu.com.pe/productos)
08:50:41	2248/2248	---MC-	200	added ('OK')	application/json	date:Mon,%2025%20May%202020%2013:50:40%20GMT	https://www.nexosperu.com.pe/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.nexosperu.com.pe%2Fproductos%2F	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-json/oembed/1.0/embed5268.json	(from https://www.nexosperu.com.pe/productos)
08:50:42	2343/2343	---MC-	200	added ('OK')	text/xml	date:Mon,%2025%20May%202020%2013:50:41%20GMT	https://www.nexosperu.com.pe/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.nexosperu.com.pe%2Fproductos%2F&format=xml	C:/Users/Alex%20ramos%20scorpions/Documents/firstwebleon/www.nexosperu.com.pe/wp-json/oembed/1.0/embed033d	(from https://www.nexosperu.com.pe/productos)
